DateTime,Open,High,Low,Close,Volume,VAHPercent,VALPercent,POCPercent,Skewness,Kurtosis,PriceToVAHPercent,PriceToVALPercent,PriceToPOCPercent,PriceToHODPercent,PriceToLODPercent,PriceToPrevHODPercent,PriceToPrevLODPercent,DayRangePercent,BarDelta,DeltaToVolumePercent,CumDelta,CumDeltaToHODPercent,CumDeltaToLODPercent
2025-03-18  22:00:00,5682.25,5685.00,5673.25,5676.00,18093,0.896552,0.482759,0.775862,-0.720945,2.648112,-0.001846,0.000264,-0.001232,-0.002373,0.002738,-0.010848,0.004468,0.331429,189,0.010446,-180,-0.000000,-0.512195
2025-03-19  02:00:00,5676.00,5684.25,5657.50,5683.00,46602,0.757812,0.265625,0.531250,-0.240729,2.237200,0.000220,0.003000,0.001498,-0.001142,0.004507,-0.009628,0.005707,0.365714,1774,0.038067,1594,0.000000,-5.319783
2025-03-19  06:00:00,5682.75,5688.50,5675.25,5687.50,70299,0.921875,0.546875,0.796875,-0.842230,2.910266,0.000088,0.002203,0.000792,-0.000352,0.005303,-0.008844,0.006504,0.365714,2035,0.028948,3629,0.000000,-10.834688
2025-03-19  09:30:00,5687.75,5723.25,5675.75,5693.00,490548,0.859316,0.399240,0.722433,-0.357471,2.202686,-0.003675,0.001627,-0.002103,-0.005285,0.006275,-0.007886,0.007477,0.751429,-7858,-0.016019,-4229,-2.165335,-0.000000
2025-03-19  13:30:00,5693.25,5770.50,5682.00,5734.25,660647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001922,0.013566,0.000000,-1229,-0.001860,0,0.000000,0.000000
2025-03-19  18:00:00,5731.75,5752.75,5729.00,5747.00,23110,0.873684,0.421053,0.589474,-0.689635,3.054984,-0.000478,0.001394,0.000697,-0.001000,0.003142,0.004150,0.015820,0.361217,1134,0.049070,1134,0.000000,0.000000
2025-03-19  22:00:00,5746.75,5760.00,5746.50,5758.00,16269,0.862903,0.435484,0.451613,-0.494504,2.662874,0.000391,0.002699,0.002612,-0.000347,0.005062,0.006072,0.017764,0.471483,955,0.058701,2089,0.000000,0.842152
2025-03-20  02:00:00,5757.75,5758.75,5726.00,5729.75,58773,0.955882,0.514706,0.882353,-0.706489,2.438636,-0.004993,-0.002394,-0.004560,-0.005252,0.000655,0.001136,0.012771,0.517110,-1677,-0.028534,412,-0.802776,0.000000
2025-03-20  06:00:00,5730.00,5730.50,5682.50,5691.75,146244,0.722581,0.003226,0.290323,0.285300,1.487238,-0.008147,0.001584,-0.002323,-0.011849,0.001628,-0.005504,0.006054,1.178707,-1610,-0.011009,-1198,-1.573480,-0.000000
2025-03-20  09:30:00,5692.00,5765.25,5684.50,5705.25,761050,0.939577,0.438066,0.827795,-0.386820,1.995589,-0.009548,-0.002361,-0.007955,-0.010407,0.004004,-0.003145,0.008440,1.258555,8506,0.011177,7308,0.000000,-7.100167
